participant,fluency_score,school,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,SecondLang_score1,SecondLang_type1,SecondLang_score2,SecondLang_type2,SecondLang_score3,SecondLang_type3,SecondLang_score4,SecondLang_type4,SecondLang_score5,SecondLang_type5,SecondLang_score6,SecondLang_type6,SecondLang_score7,SecondLang_type7,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety,num_Seclanguages,avg_score,SameLang_pri,SameLang_Mult
SW-2841,38,SUNWAY,20.24432855280313,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,English,Yes,English,English,70,Malay,40,Tamil,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,5,No,No,Yes,Yes,1,70,Same,Same
SW-2843,48,SUNWAY,18.850102669404517,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,60,English,50,Cantonese,60,Teowchew,30,Malay,20,Korean,NA,NA,Vernacular,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,4,65,Same,Same
SW-2844,26,SUNWAY,19.496235455167692,Female,Malaysian,Malay,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,Malay,Yes,Malay,Malay,100,Malay,100,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,7,No,Yes,Yes,No,NA,NA,Same,Same
SW-2845,41,SUNWAY,19.110198494182068,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,20,Malay,50,Hokkien,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,8,No,No,Yes,No,2,65,Same,Same
SW-2850,55,SUNWAY,19.60574948665298,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,40,Chinese,50,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,No,Yes,Yes,1,50,Different,Different
SW-2851,34,SUNWAY,19.748117727583846,Female,Malaysian,Indian,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,English,Yes,English,English,100,English,30,Punjabi,50,Malay,NA,None,NA,None,NA,None,NA,None,Private,No,Yes,No,Yes,8,No,No,Yes,No,1,50,Same,Same
SW-2852,22,SUNWAY,21.104667081518357,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Left,No,English,Yes,Chinese,Chinese,100,English,50,Mandarin,50,Melay,20,Tagalog,0,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,5,No,Yes,Yes,No,2,50,Different,Different
SW-2853,33,SUNWAY,20.94859987554449,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,80,English,90,Cantonese,60,Malay,90,Hokkien,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,9,No,No,No,No,4,80,Same,Same
SW-2856,47,SUNWAY,20.32372881355932,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,60,English,70,Malay,30,Japanese,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,10,No,No,Yes,No,2,65,Same,Same
SW-2857,39,SUNWAY,19.550992470910334,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,60,English,80,Cantonese,60,Malay,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,9,No,Yes,Yes,Yes,3,66.66666666666667,Same,Same
SW-2858,41,SUNWAY,18.8145106091718,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,80,Cantonese,70,English,60,Hakka,50,Malay,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes,4,65,Same,Same
SW-2860,51,SUNWAY,19.66324435318275,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,Chinese,Yes,Chinese,Chinese,80,Cantonese,60,Malay,NA,English,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,Yes,Yes,No,2,70,Same,Same
SW-2861,29,SUNWAY,19.00889801505818,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Mandarin,40,Cantonese,NA,Malay,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,6,No,No,Yes,No,2,70,Same,Same
SW-2864,27,SUNWAY,18.17307969448047,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, both parents",Right,Yes,English,Yes,Chinese,Chinese,50,Mandarin,30,Cantonese,20,Malay,10,Russian,10,French,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes,1,50,Different,Different
SW-2865,27,SUNWAY,19.59753593429158,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,No,Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homeschooling,No,Yes,No,Yes,6,No,No,Yes,No,NA,NA,Same,Same
SW-2866,42,SUNWAY,20.608474576271185,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Sciences,"Yes, father only",Left,Yes,Chinese,Yes,Chinese,Chinese,90,English,70,Mandarin,60,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,9,No,No,No,Yes,3,73.33333333333333,Same,Same
UN-0312,23,NOTTINGHAM,18.69332756881395,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,80,English,10,Arabic,80,Indonesian,100,NA,NA,NA,NA,NA,0,NA,Private,Yes,No,No,Yes,7,No,No,Yes,Yes,2,80,Same,Same
UN-0313,26,NOTTINGHAM,19.59753593429158,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,Malay,Malay,100,Malay,80,English,70,Korean,NA,NA,NA,NA,NA,NA,NA,NA,Religious,No,Yes,No,Yes,8,No,No,Yes,No,2,75,Same,Same
UN-0316,30,NOTTINGHAM,19.67145790554415,Male,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Malay,Malay,100,English,80,Malay,40,Japanese,NA,NA,NA,NA,NA,NA,0,NA,Public,No,Yes,No,No,7,No,No,Yes,No,1,80,Different,Different
UN-0317,47,NOTTINGHAM,20.6632333767927,Female,Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,No,Chinese,Yes,Chinese,Chinese,70,English,70,Malay,40,Foochow,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,8,No,No,Yes,No,2,70,Same,Same
UN-0318,42,NOTTINGHAM,20.028031290743154,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,English,Chinese,70,English,60,Malay,50,Kutien,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,4,Yes,Yes,Yes,No,3,60,Different,Same
UN-0320,52,NOTTINGHAM,19.45242984257358,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Left,No,Chinese,Yes,Chinese,Chinese,80,English,60,Cantonese,60,Malay,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,10,No,No,Yes,No,3,66.66666666666667,Same,Same
UN-0329,53,NOTTINGHAM,19.446954140999317,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,70,Bahasa Malaysia,60,Chinese,40,Hokkien,0,NA,0,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,Yes,Yes,No,2,65,Different,Different
UN-0330,37,NOTTINGHAM,18.855578370978783,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,English,Yes,Malay,Malay,90,Malay,NA,Chinese,30,Japanese,10,Arabic,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,Yes,Yes,No,1,90,Different,Different
UN-0335,47,NOTTINGHAM,19.16495550992471,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,70,English,40,Malay,0,NA,0,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,9,No,No,Yes,No,1,70,Same,Same
UN-0336,33,NOTTINGHAM,20.602998696219036,Female,Malaysian,Other,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,30,Punjabi,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,Public,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes,NA,NA,Same,Same
UN-0337,56,NOTTINGHAM,18.1621271076524,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,70,chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,Vernacular,No,Yes,No,No,8,No,No,Yes,No,1,70,Different,Different
UN-0338,50,NOTTINGHAM,19.641341546885695,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,90,English,80,Malay,70,Hokkien,70,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,9,No,No,No,No,4,77.5,Same,Same
UN-0340,34,NOTTINGHAM,19.449691991786448,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,70,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,10,No,Yes,Yes,No,2,75,Same,Same
UN-0341,27,NOTTINGHAM,19.367556468172484,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,Malay,English,100,Malay,90,English,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,6,No,Yes,Yes,Yes,1,90,Same,Different
UN-0342,28,NOTTINGHAM,18.967830253251197,Female,Malaysian,Malay,Freshman/First Year,Psychology,No,Right,No,Malay,Yes,Chinese,English,100,English,10,Mandarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes,NA,NA,Different,Different
UN-0345,24,NOTTINGHAM,19.45242984257358,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,NA,Yes,Malay,Malay,100,English,100,Malay,30,French,30,Chinese,20,Spanish,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,No,Yes,No,NA,NA,NA,NA
UN-0346,29,NOTTINGHAM,20.334680573663626,Male,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,90,Malay,100,English,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,Yes,Yes,Yes,1,90,Different,Different
UN-0347,24,NOTTINGHAM,19.252566735112936,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,70,Malay,70,English,50,Cantonese,50,Japanese,60,Hokkien,40,Korean,Vernacular,Yes,Yes,Yes,Yes,5,No,No,Yes,No,6,65,Same,Same
UN-0348,25,NOTTINGHAM,19.326488706365502,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,60,Hokkien,60,Cantonese,40,Malay,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,4,No,Yes,Yes,No,3,63.333333333333336,Same,Same
UN-0349,31,NOTTINGHAM,17.170917999711772,Female,Malaysian,Chinese,NA,NA,NA,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA
UN-0353,48,NOTTINGHAM,19.19233401779603,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Left,No,Chinese,Yes,English,Chinese,100,English,50,Bahasa Melayu,30,Thai,10,Korean,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,10,No,No,No,Yes,1,50,Different,Same
UN-0355,25,NOTTINGHAM,19.156741957563312,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,100,bahasa melayu,100,english,100,mandarin,20,cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,No,Yes,Yes,NA,NA,Same,Same
UN-0356,27,NOTTINGHAM,19.148528405201915,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,6,No,No,Yes,No,2,70,Same,Same
UN-0357,46,NOTTINGHAM,17.754143248306672,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,English,Yes,Unspecified,Unspecified,40,Chinese Mandarin,50,Cantonese,40,Malay,90,English,NA,NA,NA,NA,100,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,2,70,Different,Different
UN-0359,41,NOTTINGHAM,18.236057068741893,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,20,Hokkien,70,Cantonese,70,Chinese,20,Malay,NA,NA,NA,NA,NA,NA,Vernacular,Yes,No,No,Yes,9,No,Yes,Yes,Yes,2,70,Same,Same
UN-0362,48,NOTTINGHAM,18.833675564681723,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Malay,Chinese,100,Chinese,100,English,60,Malay,0,NA,0,NA,NA,NA,0,NA,Vernacular,Yes,Yes,Yes,Yes,6,No,Yes,No,Yes,1,60,Different,Same
UN-0363,41,NOTTINGHAM,18.888432580424368,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,60,English,30,Malay,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,No,No,No,1,60,Same,Same
UN-0364,41,NOTTINGHAM,19.488021902806295,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,70,Mandarin,80,English,60,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,No,Yes,No,3,70,Same,Same
UN-0365,53,NOTTINGHAM,20.364797913950458,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,90,English,60,Malay,30,Cantonese,0,NA,0,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,9,No,Yes,Yes,No,2,75,Same,Same
UN-0366,52,NOTTINGHAM,19.255304585900067,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,90,Chinese,90,Malay,80,Cantonese,80,Hokkien,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,8,No,No,Yes,Yes,4,85,Different,Different
UN-0367,32,NOTTINGHAM,19.200547570157426,Female,Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,No,Chinese,Yes,Chinese,Chinese,90,English,50,Malay,60,Korean,60,Cantonese,60,Hokkien,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,No,Yes,No,5,64,Same,Same
UN-0368,52,NOTTINGHAM,19.195071868583163,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,English,70,Bahasa Melayu,80,Cantonese,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,9,No,No,Yes,No,3,80,Same,Same
UN-0369,38,NOTTINGHAM,19.364818617385353,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,90,english,40,malay,70,cantonese,70,hokkien,70,teochew,NA,NA,NA,NA,Public,No,Yes,No,Yes,6,No,No,Yes,No,4,75,Same,Same
UN-0370,28,NOTTINGHAM,19.468856947296374,Male,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,60,Malay,90,English,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes,2,75,Different,Different
UN-0401,27,NOTTINGHAM,18.93223819301848,Male,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Left,No,Malay,Yes,Malay,Malay,70,English,20,Arabic,100,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,No,Yes,Yes,1,70,Same,Same
UN-0402,25,NOTTINGHAM,22.41404761904762,Male,Malaysian,Malay,Freshman/First Year,Psychology,No,Right,No,Malay,Yes,English,English,70,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,8,No,No,Yes,Yes,1,70,Different,Different
UN-0407,28,NOTTINGHAM,19.27173169062286,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,80,English,20,Arab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Religious,No,Yes,No,No,7,No,No,Yes,No,1,80,Same,Same
UN-0414,56,NOTTINGHAM,19.32101300479124,Female,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,100,Mandarin,50,Malay,90,Tamil,100,Malayalam,30,French,20,Lao,NA,NA,Vernacular,Yes,Yes,Yes,Yes,6,No,Yes,Yes,No,2,70,Different,Different
UN-0415,45,NOTTINGHAM,18.754277891854894,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,NA,Yes,Chinese,Chinese,100,English,100,Malay,100,Mandarin,100,NA,100,NA,100,NA,100,NA,Vernacular,Yes,No,Yes,Yes,7,No,Yes,Yes,Yes,NA,NA,NA,NA
UN-0426,45,NOTTINGHAM,20.24432855280313,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,60,English,60,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,6,No,No,Yes,Yes,2,60,Same,Same
UN-0427,29,NOTTINGHAM,18.751540041067763,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,100,English,40,Cantonese,70,Korean,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,9,No,No,No,No,1,70,Same,Same
UN-0430,36,NOTTINGHAM,18.24153336215593,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,9,No,Yes,Yes,No,NA,NA,Same,Same
SW-2251,40,SUNWAY,27.332609516616316,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Malay,Yes,Malay,Malay,100,English,30,Korean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,9,No,Yes,Yes,No,NA,NA,Same,Same
SW-2252,45,SUNWAY,20.447542003733663,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,NA,Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,NA,NA,NA,NA,NA,NA,0,NA,0,NA,Vernacular,Yes,Yes,No,No,9,No,Yes,Yes,No,2,70,Same,Same
SW-2253,49,SUNWAY,21.47214285714286,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,English,English,90,English,80,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,10,No,Yes,Yes,Yes,1,90,Different,Different
SW-2250,42,SUNWAY,23.104722792607802,Female,Malaysian,Malay,NA,NA,NA,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA
SW-2249,17,SUNWAY,20.86919726197884,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, mother only",Right,No,English,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,6,No,Yes,Yes,Yes,NA,NA,Same,Same
SW-2255,36,SUNWAY,37.442080876158386,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Malay,Malay,40,Malay,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes,NA,NA,Different,Different
SW-2258,37,SUNWAY,22.082738095238096,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,English,Yes,English,English,80,Bahasa Melayu,20,Mandarin,10,Tamil,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,6,No,Yes,Yes,No,1,80,Same,Same
SW-2257,37,SUNWAY,21.59809523809524,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,100,Malay,90,English,60,Hokkien,30,Cantonese,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,6,No,Yes,Yes,Yes,2,75,Same,Same
SW-2256,16,SUNWAY,21.052644679527067,Male,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,English,Yes,English,English,50,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,4,No,Yes,Yes,No,1,50,Same,Same
SW-2279,39,SUNWAY,20.5789670192906,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,NA,Right,No,Chinese,Yes,Chinese,Chinese,50,Mandarin,80,English,40,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,10,No,No,No,Yes,2,65,Same,Same
SW-2281,21,SUNWAY,25.27228475813812,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Left,Yes,Malay,No,English,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,Yes,Yes,Yes,NA,NA,Different,Same
SW-2280,21,SUNWAY,29.058136351191017,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,English,Yes,Chinese,Chinese,30,Mandarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,3,No,Yes,Yes,Yes,NA,NA,Different,Different
SW-2278,41,SUNWAY,20.27778469197262,Male,Malaysian,Chinese,NA,NA,NA,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA
SW-2285,28,SUNWAY,21.275000000000002,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, mother only",Left,No,English,Yes,English,English,90,English,70,Bahasa Melayu,40,Tamil,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,5,No,No,Yes,No,2,80,Same,Same
SW-2284,37,SUNWAY,19.18200782268579,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,10,Hokkien,50,Cantonese,80,Mandarin,80,English,60,Malay,30,French,NA,NA,Public,Yes,Yes,No,Yes,6,No,Yes,Yes,Yes,4,67.5,Same,Same
SW-2276,20,SUNWAY,20.89110143123833,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,English,100,English,100,Mandarin,100,Bahasa Melayu,60,Hokkien,20,Cantonese,30,Japanese,NA,NA,Vernacular,Yes,Yes,No,Yes,4,No,Yes,Yes,Yes,1,60,Different,Same
SW-2260,51,SUNWAY,20.663845675171125,Male,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,100,English,60,Malay,40,Japanese,40,Hokkien,40,Cantonese,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,Yes,Yes,No,1,60,Same,Same
SW-2215,59,SUNWAY,21.86916666666667,Female,Malaysian,Chinese,Senior/Fourth Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,70,English,40,Malay,60,Japanese,30,Korean,60,Cantonese,NA,NA,Private,Yes,Yes,No,No,9,No,Yes,Yes,No,3,63.333333333333336,Same,Same
SW-2123,18,SUNWAY,20.214810205351586,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,70,English,30,Malay,50,Cantonese,20,Japanese,10,Hokkien,NA,NA,Public,Yes,No,Yes,Yes,4,No,Yes,No,No,2,60,Same,Same
SW-2282,18,SUNWAY,20.871935283136278,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Chinese,Yes,English,English,80,English,60,Chinese,50,Malay,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,No,No,Yes,4,No,No,Yes,No,3,63.333333333333336,Different,Different
SW-2244,17,SUNWAY,20.735034225264467,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,No,Right,No,Msia Indian Languages,Yes,English,English,90,English,80,Malay,70,Hindi,50,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,7,No,Yes,Yes,No,3,80,Different,Different
SW-0086,13,SUNWAY,20.896577473553204,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,English,Yes,English,English,40,Mandarin,50,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,No,Yes,Yes,4,No,Yes,Yes,Yes,1,50,Same,Same
SW-2243,60,SUNWAY,19.168318122555412,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,100,English,80,Chinese,70,Malay,80,Cantonese,50,Korean,NA,N/A,NA,N/A,Vernacular,Yes,Yes,No,Yes,9,No,No,Yes,No,4,70,Different,Different
